Nom,Insee,cp,arr,Canton,epci,pop,lat,long,alti,surf
Trimer,35346,35190,4,Combourg,CC Bretagne Romantique,205,48.34056,-1.89278,70,3.61
le Tronchet,35362,35540,4,Dol-de-Bretagne,CA du Pays de Saint Malo Agglomération,1204,48.48694,-1.83639,47,11.33
Val d'Anast,35168,35330,2,Guichen,CC Vallons de Haute-Bretagne Communauté,3925,47.89111,-1.98972,40,65.48
Val-Couesnon,35004,35560,1,Val-Couesnon,CC Couesnon Marches de Bretagne,4084,48.4625,-1.48111,40,9.44
Val-d'Izé,35347,35450,1,Vitré,CA Vitré Communauté,2601,48.17556,-1.3025,90,45.73
Vergéal,35350,35680,1,La Guerche-de-Bretagne,CA Vitré Communauté,804,48.03528,-1.26389,89,11.17
le Verger,35351,35160,3,Le Rheu,Rennes Métropole,1404,48.06944,-1.9325,50,6.97
Vern-sur-Seiche,35352,35770,3,Janzé,Rennes Métropole,8272,48.04639,-1.60139,50,19.91
Vezin-le-Coquet,35353,35132,3,Le Rheu,Rennes Métropole,6441,48.11833,-1.75611,40,7.88
Vieux-Viel,35354,35610,4,Dol-de-Bretagne,CC du Pays de Dol et de la Baie du Mont Saint-Michel,328,48.5125,-1.54167,27,9.01
Vieux-Vy-sur-Couesnon,35355,35490,3,Val-Couesnon,CC Val d'Ille-Aubigné,1280,48.34222,-1.48833,67,21.64
Vignoc,35356,35630,3,Melesse,CC Val d'Ille-Aubigné,2290,48.2475,-1.78194,100,14.33
Villamée,35357,35420,1,Fougères-2,CA Fougères Agglomération,291,48.46222,-1.21944,140,10.93
la Ville-ès-Nonais,35358,35430,4,Dol-de-Bretagne,CA du Pays de Saint Malo Agglomération,1226,48.54833,-1.95278,40,4.5
Visseiche,35359,35130,1,La Guerche-de-Bretagne,CA Vitré Communauté,868,47.95667,-1.30028,55,16.3
Vitré,35360,35500,1,Vitré,CA Vitré Communauté,18892,48.12611,-1.21167,112,38.65
le Vivier-sur-Mer,35361,35960,4,Dol-de-Bretagne,CC du Pays de Dol et de la Baie du Mont Saint-Michel,1062,48.60278,-1.77778,8,2.19
Allaire,56001,56350,3,Guer,CA Redon Agglomération,3906,47.63639,-2.16472,60,42.46
Ambon,56002,56190,3,Muzillac,CC Arc Sud Bretagne,2091,47.55444,-2.55667,10,38.13
Arradon,56003,56610,3,Vannes-2,CA Golfe du Morbihan - Vannes Agglomération,5820,47.6275,-2.82111,20,19.15
Arzal,56004,56190,3,Muzillac,CC Arc Sud Bretagne,1794,47.51639,-2.37361,40,25.38
Arzon,56005,56640,3,Séné,CA Golfe du Morbihan - Vannes Agglomération,2272,47.55111,-2.89333,20,9.39
Augan,56006,56800,3,Guer,CC de l'Oust à Brocéliande,1542,47.91917,-2.27611,80,41.08
